Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	isGetterSetter	ChangeDates	NewAdditions	DiffSizes	EditDistances	Buggycommiit	file
612	3	3	3	0	0	0	0	0	0	29850.json
2528	5,6,3	6,7,3	5,6,3	0,0,0	0,308,319	0,1,1	0,1,5	0,22,125	0,0,0	41122.json
4565	37,39,39,39,39,36,36,36,36,36,3,3,3,3	35,34,36,36,36,33,33,33,33,33,3,3,3,3	37,36,37,37,37,34,34,34,34,34,3,3,3,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,478,739,772,857,1147,1199,1313,1333,1350,1470,1594,2077,4035	0,6,23,0,0,20,10,8,8,6,1,0,0,1	0,10,46,0,0,43,20,16,16,12,35,0,0,2	0,200,272,0,3,267,237,234,234,49,1130,0,0,29	0,0,0,0,0,0,0,0,0,0,0,0,1,0	26253.json
549	3	3	3	0	0	0	0	0	0	29342.json
1565	8	8	8	0	0	0	0	0	0	4925.json
2177	18,17,27,27	17,16,24,24	17,16,25,25	0,0,0,0	0,305,343,1124	0,3,10,0	0,7,10,0	0,105,505,0	0,1,0,0	34152.json
386	9,6	7,4	9,6	0,0	0,35	0,1	0,5	0,56	0,0	6491.json
949	3	3	3	0	0	0	0	0	0	2184.json
1783	6,6,9,10	6,6,8,9	6,6,9,10	0,0,0,0	0,868,910,1649	0,1,5,1	0,2,7,1	0,35,89,48	0,1,0,0	4913.json
2360	15,17,19,15,15,15,15,17,32	16,17,18,14,14,14,14,16,27	14,16,18,14,14,14,14,16,29	0,0,0,0,0,0,0,0,0	0,311,790,1032,1227,1418,1458,1831,1921	0,3,3,2,1,2,1,4,21	0,4,4,8,2,4,2,6,27	0,32,14,112,7,12,2,49,674	0,0,0,0,0,1,1,0,0	11879.json
2553	3,3	3,3	3,3	0,0	0,65	0,0	0,0	0,0	0,1	15388.json
893	9,9	8,8	9,9	0,0	0,453	0,3	0,6	0,38	0,0	14050.json
1641	16,16	16,16	16,16	0,0	0,228	0,1	0,2	0,30	0,0	41091.json
3082	4,4,4,4,4	4,4,4,4,4	4,4,4,4,4	0,0,0,0,0	0,111,594,811,2552	0,0,0,1,1	0,0,0,2,2	0,0,0,17,67	0,0,1,0,0	25636.json
2495	13,13,3	4,4,3	13,13,3	0,0,0	0,193,476	0,2,1	0,4,12	0,31,497	0,0,0	12851.json
4087	5,5,5,5,5	5,5,5,5,5	5,5,5,5,5	0,0,0,0,0	0,293,379,1116,1599	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,1	24667.json
1033	17	11	13	0	0	0	0	0	0	29849.json
2512	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0,0,0,0,0	0,1178,1198,1493,2429	0,2,2,2,0	0,4,4,4,0	0,37,10,11,0	0,0,0,0,0	27672.json
2638	5,5	5,5	5,5	0,0	0,150	0,0	0,0	0,0	0,1	16260.json
2227	4	3	4	0	0	0	0	0	0	14758.json
4311	9,9,9,9,9,11	9,9,9,9,9,11	9,9,9,9,9,11	0,0,0,0,0,0	0,517,603,1340,1616,1895	0,0,0,0,0,2	0,0,0,0,0,2	0,0,0,0,0,78	0,0,0,0,0,0	40502.json
